,size,accuracy,combs
63,2,0.684725,"('JobType', 'EducationType')"
64,2,0.6824749999999999,"('JobType', 'Country')"
65,2,0.6887500000000001,"('JobType', 'Income')"
66,2,0.6998500000000001,"('JobType', 'AgeBracket')"
67,2,0.67255,"('JobType', 'ChildrenFlag')"
68,2,0.67235,"('EducationType', 'Country')"
69,2,0.700475,"('EducationType', 'Income')"
70,2,0.683975,"('EducationType', 'AgeBracket')"
71,2,0.67255,"('EducationType', 'ChildrenFlag')"
72,2,0.6936249999999999,"('Country', 'Income')"
73,2,0.67255,"('Country', 'AgeBracket')"
74,2,0.67255,"('Country', 'ChildrenFlag')"
75,2,0.7032499999999999,"('Income', 'AgeBracket')"
76,2,0.682175,"('Income', 'ChildrenFlag')"
77,2,0.67255,"('AgeBracket', 'ChildrenFlag')"
78,3,0.7714749999999999,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome')"
79,3,0.709275,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode')"
80,3,0.708425,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex')"
81,3,0.7084999999999999,"('HomeOwnerFlag', 'NumberCarsOwned', 'Married')"
82,3,0.710125,"('HomeOwnerFlag', 'NumberCarsOwned', 'JobType')"
83,3,0.708675,"('HomeOwnerFlag', 'NumberCarsOwned', 'EducationType')"
84,3,0.707475,"('HomeOwnerFlag', 'NumberCarsOwned', 'Country')"
85,3,0.7098249999999999,"('HomeOwnerFlag', 'NumberCarsOwned', 'Income')"
86,3,0.718375,"('HomeOwnerFlag', 'NumberCarsOwned', 'AgeBracket')"
87,3,0.716825,"('HomeOwnerFlag', 'NumberCarsOwned', 'ChildrenFlag')"
88,3,0.7724,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode')"
89,3,0.7763,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Sex')"
90,3,0.774875,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Married')"
91,3,0.7714000000000001,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'JobType')"
92,3,0.774975,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'EducationType')"
93,3,0.7715,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Country')"
94,3,0.771625,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Income')"
95,3,0.7762,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AgeBracket')"
96,3,0.7724,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'ChildrenFlag')"
97,3,0.67255,"('HomeOwnerFlag', 'AreaCode', 'Sex')"
98,3,0.67255,"('HomeOwnerFlag', 'AreaCode', 'Married')"
99,3,0.67685,"('HomeOwnerFlag', 'AreaCode', 'JobType')"
100,3,0.6715,"('HomeOwnerFlag', 'AreaCode', 'EducationType')"
101,3,0.6723999999999999,"('HomeOwnerFlag', 'AreaCode', 'Country')"
102,3,0.69125,"('HomeOwnerFlag', 'AreaCode', 'Income')"
103,3,0.67255,"('HomeOwnerFlag', 'AreaCode', 'AgeBracket')"
104,3,0.67255,"('HomeOwnerFlag', 'AreaCode', 'ChildrenFlag')"
105,3,0.6751499999999999,"('HomeOwnerFlag', 'Sex', 'Married')"
106,3,0.676775,"('HomeOwnerFlag', 'Sex', 'JobType')"
107,3,0.6776,"('HomeOwnerFlag', 'Sex', 'EducationType')"
108,3,0.67255,"('HomeOwnerFlag', 'Sex', 'Country')"
109,3,0.6787749999999999,"('HomeOwnerFlag', 'Sex', 'Income')"
110,3,0.678825,"('HomeOwnerFlag', 'Sex', 'AgeBracket')"
111,3,0.67255,"('HomeOwnerFlag', 'Sex', 'ChildrenFlag')"
112,3,0.6852,"('HomeOwnerFlag', 'Married', 'JobType')"
113,3,0.6769499999999999,"('HomeOwnerFlag', 'Married', 'EducationType')"
114,3,0.6718999999999999,"('HomeOwnerFlag', 'Married', 'Country')"
115,3,0.7019,"('HomeOwnerFlag', 'Married', 'Income')"
116,3,0.684675,"('HomeOwnerFlag', 'Married', 'AgeBracket')"
117,3,0.673975,"('HomeOwnerFlag', 'Married', 'ChildrenFlag')"
118,3,0.694525,"('HomeOwnerFlag', 'JobType', 'EducationType')"
119,3,0.682375,"('HomeOwnerFlag', 'JobType', 'Country')"
120,3,0.692575,"('HomeOwnerFlag', 'JobType', 'Income')"
121,3,0.7017249999999999,"('HomeOwnerFlag', 'JobType', 'AgeBracket')"
122,3,0.671675,"('HomeOwnerFlag', 'JobType', 'ChildrenFlag')"
123,3,0.671675,"('HomeOwnerFlag', 'EducationType', 'Country')"
124,3,0.699775,"('HomeOwnerFlag', 'EducationType', 'Income')"
125,3,0.68335,"('HomeOwnerFlag', 'EducationType', 'AgeBracket')"
126,3,0.675875,"('HomeOwnerFlag', 'EducationType', 'ChildrenFlag')"
127,3,0.68945,"('HomeOwnerFlag', 'Country', 'Income')"
128,3,0.672075,"('HomeOwnerFlag', 'Country', 'AgeBracket')"
129,3,0.674075,"('HomeOwnerFlag', 'Country', 'ChildrenFlag')"
130,3,0.703075,"('HomeOwnerFlag', 'Income', 'AgeBracket')"
131,3,0.680175,"('HomeOwnerFlag', 'Income', 'ChildrenFlag')"
132,3,0.676925,"('HomeOwnerFlag', 'AgeBracket', 'ChildrenFlag')"
133,3,0.7726,"('NumberCarsOwned', 'NumberChildrenAtHome', 'AreaCode')"
134,3,0.772775,"('NumberCarsOwned', 'NumberChildrenAtHome', 'Sex')"
135,3,0.7779999999999999,"('NumberCarsOwned', 'NumberChildrenAtHome', 'Married')"
136,3,0.7706500000000001,"('NumberCarsOwned', 'NumberChildrenAtHome', 'JobType')"
137,3,0.7754,"('NumberCarsOwned', 'NumberChildrenAtHome', 'EducationType')"
138,3,0.7691250000000001,"('NumberCarsOwned', 'NumberChildrenAtHome', 'Country')"
139,3,0.76785,"('NumberCarsOwned', 'NumberChildrenAtHome', 'Income')"
140,3,0.7757499999999999,"('NumberCarsOwned', 'NumberChildrenAtHome', 'AgeBracket')"
141,3,0.77195,"('NumberCarsOwned', 'NumberChildrenAtHome', 'ChildrenFlag')"
142,3,0.7092750000000001,"('NumberCarsOwned', 'AreaCode', 'Sex')"
143,3,0.709075,"('NumberCarsOwned', 'AreaCode', 'Married')"
144,3,0.7098249999999999,"('NumberCarsOwned', 'AreaCode', 'JobType')"
145,3,0.71115,"('NumberCarsOwned', 'AreaCode', 'EducationType')"
146,3,0.7099,"('NumberCarsOwned', 'AreaCode', 'Country')"
147,3,0.71015,"('NumberCarsOwned', 'AreaCode', 'Income')"
148,3,0.71805,"('NumberCarsOwned', 'AreaCode', 'AgeBracket')"
149,3,0.716925,"('NumberCarsOwned', 'AreaCode', 'ChildrenFlag')"
150,3,0.71255,"('NumberCarsOwned', 'Sex', 'Married')"
151,3,0.7124750000000001,"('NumberCarsOwned', 'Sex', 'JobType')"
152,3,0.717,"('NumberCarsOwned', 'Sex', 'EducationType')"
153,3,0.7082249999999999,"('NumberCarsOwned', 'Sex', 'Country')"
154,3,0.709025,"('NumberCarsOwned', 'Sex', 'Income')"
155,3,0.7160500000000001,"('NumberCarsOwned', 'Sex', 'AgeBracket')"
156,3,0.7166250000000001,"('NumberCarsOwned', 'Sex', 'ChildrenFlag')"
157,3,0.7106,"('NumberCarsOwned', 'Married', 'JobType')"
158,3,0.713975,"('NumberCarsOwned', 'Married', 'EducationType')"
159,3,0.71085,"('NumberCarsOwned', 'Married', 'Country')"
160,3,0.7167,"('NumberCarsOwned', 'Married', 'Income')"
161,3,0.717875,"('NumberCarsOwned', 'Married', 'AgeBracket')"
162,3,0.715525,"('NumberCarsOwned', 'Married', 'ChildrenFlag')"
163,3,0.721675,"('NumberCarsOwned', 'JobType', 'EducationType')"
164,3,0.715375,"('NumberCarsOwned', 'JobType', 'Country')"
165,3,0.7171000000000001,"('NumberCarsOwned', 'JobType', 'Income')"
166,3,0.722575,"('NumberCarsOwned', 'JobType', 'AgeBracket')"
167,3,0.717525,"('NumberCarsOwned', 'JobType', 'ChildrenFlag')"
168,3,0.714325,"('NumberCarsOwned', 'EducationType', 'Country')"
169,3,0.7128000000000001,"('NumberCarsOwned', 'EducationType', 'Income')"
170,3,0.73365,"('NumberCarsOwned', 'EducationType', 'AgeBracket')"
171,3,0.718275,"('NumberCarsOwned', 'EducationType', 'ChildrenFlag')"
172,3,0.71115,"('NumberCarsOwned', 'Country', 'Income')"
173,3,0.7239,"('NumberCarsOwned', 'Country', 'AgeBracket')"
174,3,0.716525,"('NumberCarsOwned', 'Country', 'ChildrenFlag')"
175,3,0.720175,"('NumberCarsOwned', 'Income', 'AgeBracket')"
176,3,0.717625,"('NumberCarsOwned', 'Income', 'ChildrenFlag')"
177,3,0.729325,"('NumberCarsOwned', 'AgeBracket', 'ChildrenFlag')"
178,3,0.774975,"('NumberChildrenAtHome', 'AreaCode', 'Sex')"
179,3,0.7753249999999999,"('NumberChildrenAtHome', 'AreaCode', 'Married')"
180,3,0.77165,"('NumberChildrenAtHome', 'AreaCode', 'JobType')"
181,3,0.7731250000000001,"('NumberChildrenAtHome', 'AreaCode', 'EducationType')"
182,3,0.7718499999999999,"('NumberChildrenAtHome', 'AreaCode', 'Country')"
183,3,0.771775,"('NumberChildrenAtHome', 'AreaCode', 'Income')"
184,3,0.7767249999999999,"('NumberChildrenAtHome', 'AreaCode', 'AgeBracket')"
185,3,0.7724,"('NumberChildrenAtHome', 'AreaCode', 'ChildrenFlag')"
186,3,0.782825,"('NumberChildrenAtHome', 'Sex', 'Married')"
187,3,0.774975,"('NumberChildrenAtHome', 'Sex', 'JobType')"
188,3,0.77935,"('NumberChildrenAtHome', 'Sex', 'EducationType')"
189,3,0.773975,"('NumberChildrenAtHome', 'Sex', 'Country')"
190,3,0.775225,"('NumberChildrenAtHome', 'Sex', 'Income')"
191,3,0.778725,"('NumberChildrenAtHome', 'Sex', 'AgeBracket')"
192,3,0.77585,"('NumberChildrenAtHome', 'Sex', 'ChildrenFlag')"
193,3,0.7772749999999999,"('NumberChildrenAtHome', 'Married', 'JobType')"
194,3,0.78125,"('NumberChildrenAtHome', 'Married', 'EducationType')"
195,3,0.7752,"('NumberChildrenAtHome', 'Married', 'Country')"
196,3,0.781675,"('NumberChildrenAtHome', 'Married', 'Income')"
197,3,0.7802,"('NumberChildrenAtHome', 'Married', 'AgeBracket')"
198,3,0.776625,"('NumberChildrenAtHome', 'Married', 'ChildrenFlag')"
199,3,0.77565,"('NumberChildrenAtHome', 'JobType', 'EducationType')"
200,3,0.7703,"('NumberChildrenAtHome', 'JobType', 'Country')"
201,3,0.77315,"('NumberChildrenAtHome', 'JobType', 'Income')"
202,3,0.7766500000000001,"('NumberChildrenAtHome', 'JobType', 'AgeBracket')"
203,3,0.7721,"('NumberChildrenAtHome', 'JobType', 'ChildrenFlag')"
204,3,0.770075,"('NumberChildrenAtHome', 'EducationType', 'Country')"
205,3,0.7760750000000001,"('NumberChildrenAtHome', 'EducationType', 'Income')"
206,3,0.77745,"('NumberChildrenAtHome', 'EducationType', 'AgeBracket')"
207,3,0.7734000000000001,"('NumberChildrenAtHome', 'EducationType', 'ChildrenFlag')"
208,3,0.7706,"('NumberChildrenAtHome', 'Country', 'Income')"
209,3,0.776025,"('NumberChildrenAtHome', 'Country', 'AgeBracket')"
210,3,0.771975,"('NumberChildrenAtHome', 'Country', 'ChildrenFlag')"
211,3,0.777375,"('NumberChildrenAtHome', 'Income', 'AgeBracket')"
212,3,0.7724,"('NumberChildrenAtHome', 'Income', 'ChildrenFlag')"
213,3,0.7767999999999999,"('NumberChildrenAtHome', 'AgeBracket', 'ChildrenFlag')"
214,3,0.67015,"('AreaCode', 'Sex', 'Married')"
215,3,0.684925,"('AreaCode', 'Sex', 'JobType')"
216,3,0.672975,"('AreaCode', 'Sex', 'EducationType')"
217,3,0.672525,"('AreaCode', 'Sex', 'Country')"
218,3,0.6880999999999999,"('AreaCode', 'Sex', 'Income')"
219,3,0.678825,"('AreaCode', 'Sex', 'AgeBracket')"
220,3,0.67255,"('AreaCode', 'Sex', 'ChildrenFlag')"
221,3,0.6870499999999999,"('AreaCode', 'Married', 'JobType')"
222,3,0.6811,"('AreaCode', 'Married', 'EducationType')"
223,3,0.672425,"('AreaCode', 'Married', 'Country')"
224,3,0.7037500000000001,"('AreaCode', 'Married', 'Income')"
225,3,0.684675,"('AreaCode', 'Married', 'AgeBracket')"
226,3,0.67545,"('AreaCode', 'Married', 'ChildrenFlag')"
227,3,0.6915250000000001,"('AreaCode', 'JobType', 'EducationType')"
228,3,0.6820999999999999,"('AreaCode', 'JobType', 'Country')"
229,3,0.697725,"('AreaCode', 'JobType', 'Income')"
230,3,0.6977249999999999,"('AreaCode', 'JobType', 'AgeBracket')"
231,3,0.690325,"('AreaCode', 'JobType', 'ChildrenFlag')"
232,3,0.671675,"('AreaCode', 'EducationType', 'Country')"
233,3,0.6997,"('AreaCode', 'EducationType', 'Income')"
234,3,0.69025,"('AreaCode', 'EducationType', 'AgeBracket')"
235,3,0.67255,"('AreaCode', 'EducationType', 'ChildrenFlag')"
236,3,0.6931,"('AreaCode', 'Country', 'Income')"
237,3,0.67255,"('AreaCode', 'Country', 'AgeBracket')"
238,3,0.67245,"('AreaCode', 'Country', 'ChildrenFlag')"
239,3,0.7101249999999999,"('AreaCode', 'Income', 'AgeBracket')"
240,3,0.6965250000000001,"('AreaCode', 'Income', 'ChildrenFlag')"
241,3,0.679325,"('AreaCode', 'AgeBracket', 'ChildrenFlag')"
242,3,0.6918,"('Sex', 'Married', 'JobType')"
243,3,0.684825,"('Sex', 'Married', 'EducationType')"
244,3,0.6717,"('Sex', 'Married', 'Country')"
245,3,0.7031499999999999,"('Sex', 'Married', 'Income')"
246,3,0.696325,"('Sex', 'Married', 'AgeBracket')"
247,3,0.6890000000000001,"('Sex', 'Married', 'ChildrenFlag')"
248,3,0.702175,"('Sex', 'JobType', 'EducationType')"
249,3,0.6906749999999999,"('Sex', 'JobType', 'Country')"
250,3,0.6885749999999999,"('Sex', 'JobType', 'Income')"
251,3,0.709575,"('Sex', 'JobType', 'AgeBracket')"
252,3,0.6763,"('Sex', 'JobType', 'ChildrenFlag')"
253,3,0.675775,"('Sex', 'EducationType', 'Country')"
254,3,0.708375,"('Sex', 'EducationType', 'Income')"
255,3,0.694575,"('Sex', 'EducationType', 'AgeBracket')"
256,3,0.6708750000000001,"('Sex', 'EducationType', 'ChildrenFlag')"
257,3,0.696925,"('Sex', 'Country', 'Income')"
258,3,0.6760750000000001,"('Sex', 'Country', 'AgeBracket')"
259,3,0.67045,"('Sex', 'Country', 'ChildrenFlag')"
260,3,0.70755,"('Sex', 'Income', 'AgeBracket')"
261,3,0.67885,"('Sex', 'Income', 'ChildrenFlag')"
262,3,0.6802,"('Sex', 'AgeBracket', 'ChildrenFlag')"
263,3,0.7038249999999999,"('Married', 'JobType', 'EducationType')"
264,3,0.688625,"('Married', 'JobType', 'Country')"
265,3,0.69865,"('Married', 'JobType', 'Income')"
266,3,0.704275,"('Married', 'JobType', 'AgeBracket')"
267,3,0.686925,"('Married', 'JobType', 'ChildrenFlag')"
268,3,0.679175,"('Married', 'EducationType', 'Country')"
269,3,0.711725,"('Married', 'EducationType', 'Income')"
270,3,0.6895,"('Married', 'EducationType', 'AgeBracket')"
271,3,0.687575,"('Married', 'EducationType', 'ChildrenFlag')"
272,3,0.7061249999999999,"('Married', 'Country', 'Income')"
273,3,0.686225,"('Married', 'Country', 'AgeBracket')"
274,3,0.677875,"('Married', 'Country', 'ChildrenFlag')"
275,3,0.71365,"('Married', 'Income', 'AgeBracket')"
276,3,0.701225,"('Married', 'Income', 'ChildrenFlag')"
277,3,0.706825,"('Married', 'AgeBracket', 'ChildrenFlag')"
278,3,0.701875,"('JobType', 'EducationType', 'Country')"
279,3,0.7144250000000001,"('JobType', 'EducationType', 'Income')"
280,3,0.712525,"('JobType', 'EducationType', 'AgeBracket')"
281,3,0.700375,"('JobType', 'EducationType', 'ChildrenFlag')"
282,3,0.69645,"('JobType', 'Country', 'Income')"
283,3,0.705975,"('JobType', 'Country', 'AgeBracket')"
284,3,0.6938749999999999,"('JobType', 'Country', 'ChildrenFlag')"
285,3,0.715975,"('JobType', 'Income', 'AgeBracket')"
286,3,0.693125,"('JobType', 'Income', 'ChildrenFlag')"
287,3,0.70745,"('JobType', 'AgeBracket', 'ChildrenFlag')"
288,3,0.7015,"('EducationType', 'Country', 'Income')"
289,3,0.7078249999999999,"('EducationType', 'Country', 'AgeBracket')"
290,3,0.6793,"('EducationType', 'Country', 'ChildrenFlag')"
291,3,0.724575,"('EducationType', 'Income', 'AgeBracket')"
292,3,0.709425,"('EducationType', 'Income', 'ChildrenFlag')"
293,3,0.6991,"('EducationType', 'AgeBracket', 'ChildrenFlag')"
294,3,0.713625,"('Country', 'Income', 'AgeBracket')"
295,3,0.6981,"('Country', 'Income', 'ChildrenFlag')"
296,3,0.68645,"('Country', 'AgeBracket', 'ChildrenFlag')"
297,3,0.7122999999999999,"('Income', 'AgeBracket', 'ChildrenFlag')"
298,4,0.77135,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'AreaCode')"
299,4,0.7723249999999999,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'Sex')"
300,4,0.7782,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'Married')"
301,4,0.7706500000000001,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'JobType')"
302,4,0.7737499999999999,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'EducationType')"
303,4,0.76735,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'Country')"
304,4,0.766575,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'Income')"
305,4,0.77485,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'AgeBracket')"
306,4,0.7714749999999999,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'ChildrenFlag')"
307,4,0.70795,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'Sex')"
308,4,0.7081500000000001,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'Married')"
309,4,0.71085,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'JobType')"
310,4,0.710225,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'EducationType')"
311,4,0.7076500000000001,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'Country')"
312,4,0.711325,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'Income')"
313,4,0.718125,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'AgeBracket')"
314,4,0.7168,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'ChildrenFlag')"
315,4,0.71445,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'Married')"
316,4,0.714075,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'JobType')"
317,4,0.71605,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'EducationType')"
318,4,0.7089,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'Country')"
319,4,0.71205,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'Income')"
320,4,0.72045,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'AgeBracket')"
321,4,0.716,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'ChildrenFlag')"
322,4,0.7121500000000001,"('HomeOwnerFlag', 'NumberCarsOwned', 'Married', 'JobType')"
323,4,0.71065,"('HomeOwnerFlag', 'NumberCarsOwned', 'Married', 'EducationType')"
324,4,0.71075,"('HomeOwnerFlag', 'NumberCarsOwned', 'Married', 'Country')"
325,4,0.7166250000000001,"('HomeOwnerFlag', 'NumberCarsOwned', 'Married', 'Income')"
326,4,0.717075,"('HomeOwnerFlag', 'NumberCarsOwned', 'Married', 'AgeBracket')"
327,4,0.71665,"('HomeOwnerFlag', 'NumberCarsOwned', 'Married', 'ChildrenFlag')"
328,4,0.726,"('HomeOwnerFlag', 'NumberCarsOwned', 'JobType', 'EducationType')"
329,4,0.716125,"('HomeOwnerFlag', 'NumberCarsOwned', 'JobType', 'Country')"
330,4,0.716175,"('HomeOwnerFlag', 'NumberCarsOwned', 'JobType', 'Income')"
331,4,0.725325,"('HomeOwnerFlag', 'NumberCarsOwned', 'JobType', 'AgeBracket')"
332,4,0.717075,"('HomeOwnerFlag', 'NumberCarsOwned', 'JobType', 'ChildrenFlag')"
333,4,0.711675,"('HomeOwnerFlag', 'NumberCarsOwned', 'EducationType', 'Country')"
334,4,0.71145,"('HomeOwnerFlag', 'NumberCarsOwned', 'EducationType', 'Income')"
335,4,0.733225,"('HomeOwnerFlag', 'NumberCarsOwned', 'EducationType', 'AgeBracket')"
336,4,0.71905,"('HomeOwnerFlag', 'NumberCarsOwned', 'EducationType', 'ChildrenFlag')"
337,4,0.7096750000000001,"('HomeOwnerFlag', 'NumberCarsOwned', 'Country', 'Income')"
338,4,0.7210749999999999,"('HomeOwnerFlag', 'NumberCarsOwned', 'Country', 'AgeBracket')"
339,4,0.716175,"('HomeOwnerFlag', 'NumberCarsOwned', 'Country', 'ChildrenFlag')"
340,4,0.7231000000000001,"('HomeOwnerFlag', 'NumberCarsOwned', 'Income', 'AgeBracket')"
341,4,0.719725,"('HomeOwnerFlag', 'NumberCarsOwned', 'Income', 'ChildrenFlag')"
342,4,0.72885,"('HomeOwnerFlag', 'NumberCarsOwned', 'AgeBracket', 'ChildrenFlag')"
343,4,0.77485,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode', 'Sex')"
344,4,0.7758,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode', 'Married')"
345,4,0.77135,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode', 'JobType')"
346,4,0.773325,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode', 'EducationType')"
347,4,0.77115,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode', 'Country')"
348,4,0.77045,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode', 'Income')"
349,4,0.7748999999999999,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode', 'AgeBracket')"
350,4,0.7724,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode', 'ChildrenFlag')"
351,4,0.78375,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Sex', 'Married')"
352,4,0.7753749999999999,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Sex', 'JobType')"
353,4,0.7783249999999999,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Sex', 'EducationType')"
354,4,0.7732000000000001,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Sex', 'Country')"
355,4,0.7752249999999999,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Sex', 'Income')"
356,4,0.7788999999999999,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Sex', 'AgeBracket')"
357,4,0.7763,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Sex', 'ChildrenFlag')"
358,4,0.7767999999999999,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Married', 'JobType')"
359,4,0.781575,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Married', 'EducationType')"
360,4,0.7746500000000001,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Married', 'Country')"
361,4,0.7788250000000001,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Married', 'Income')"
362,4,0.781225,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Married', 'AgeBracket')"
363,4,0.774875,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Married', 'ChildrenFlag')"
364,4,0.776375,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'JobType', 'EducationType')"
365,4,0.770725,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'JobType', 'Country')"
366,4,0.7727250000000001,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'JobType', 'Income')"
367,4,0.7766500000000001,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'JobType', 'AgeBracket')"
