,size,accuracy,combs
208,3,0.767525,"('NumberChildrenAtHome', 'Country', 'Income')"
209,3,0.7601,"('NumberChildrenAtHome', 'Country', 'AgeBracket')"
210,3,0.7642,"('NumberChildrenAtHome', 'Country', 'ChildrenFlag')"
211,3,0.771725,"('NumberChildrenAtHome', 'Income', 'AgeBracket')"
212,3,0.77,"('NumberChildrenAtHome', 'Income', 'ChildrenFlag')"
213,3,0.774575,"('NumberChildrenAtHome', 'AgeBracket', 'ChildrenFlag')"
214,3,0.6662999999999999,"('AreaCode', 'Sex', 'Married')"
215,3,0.6758,"('AreaCode', 'Sex', 'JobType')"
216,3,0.67255,"('AreaCode', 'Sex', 'EducationType')"
217,3,0.67255,"('AreaCode', 'Sex', 'Country')"
218,3,0.680025,"('AreaCode', 'Sex', 'Income')"
219,3,0.67255,"('AreaCode', 'Sex', 'AgeBracket')"
220,3,0.67255,"('AreaCode', 'Sex', 'ChildrenFlag')"
221,3,0.6793,"('AreaCode', 'Married', 'JobType')"
222,3,0.669075,"('AreaCode', 'Married', 'EducationType')"
223,3,0.67255,"('AreaCode', 'Married', 'Country')"
224,3,0.7009,"('AreaCode', 'Married', 'Income')"
225,3,0.645,"('AreaCode', 'Married', 'AgeBracket')"
226,3,0.6774249999999999,"('AreaCode', 'Married', 'ChildrenFlag')"
227,3,0.67255,"('AreaCode', 'JobType', 'EducationType')"
228,3,0.67255,"('AreaCode', 'JobType', 'Country')"
229,3,0.68915,"('AreaCode', 'JobType', 'Income')"
230,3,0.671625,"('AreaCode', 'JobType', 'AgeBracket')"
231,3,0.67255,"('AreaCode', 'JobType', 'ChildrenFlag')"
232,3,0.67255,"('AreaCode', 'EducationType', 'Country')"
233,3,0.69635,"('AreaCode', 'EducationType', 'Income')"
234,3,0.67255,"('AreaCode', 'EducationType', 'AgeBracket')"
235,3,0.67255,"('AreaCode', 'EducationType', 'ChildrenFlag')"
236,3,0.6913,"('AreaCode', 'Country', 'Income')"
237,3,0.67255,"('AreaCode', 'Country', 'AgeBracket')"
238,3,0.67255,"('AreaCode', 'Country', 'ChildrenFlag')"
239,3,0.7032499999999999,"('AreaCode', 'Income', 'AgeBracket')"
240,3,0.682175,"('AreaCode', 'Income', 'ChildrenFlag')"
241,3,0.67255,"('AreaCode', 'AgeBracket', 'ChildrenFlag')"
242,3,0.6852499999999999,"('Sex', 'Married', 'JobType')"
243,3,0.6824250000000001,"('Sex', 'Married', 'EducationType')"
244,3,0.6663749999999999,"('Sex', 'Married', 'Country')"
245,3,0.7037,"('Sex', 'Married', 'Income')"
246,3,0.6799999999999999,"('Sex', 'Married', 'AgeBracket')"
247,3,0.6890000000000001,"('Sex', 'Married', 'ChildrenFlag')"
248,3,0.687575,"('Sex', 'JobType', 'EducationType')"
249,3,0.67255,"('Sex', 'JobType', 'Country')"
250,3,0.673575,"('Sex', 'JobType', 'Income')"
251,3,0.691,"('Sex', 'JobType', 'AgeBracket')"
252,3,0.6767749999999999,"('Sex', 'JobType', 'ChildrenFlag')"
253,3,0.67255,"('Sex', 'EducationType', 'Country')"
254,3,0.691525,"('Sex', 'EducationType', 'Income')"
255,3,0.664075,"('Sex', 'EducationType', 'AgeBracket')"
256,3,0.6714,"('Sex', 'EducationType', 'ChildrenFlag')"
257,3,0.680025,"('Sex', 'Country', 'Income')"
258,3,0.67255,"('Sex', 'Country', 'AgeBracket')"
259,3,0.67255,"('Sex', 'Country', 'ChildrenFlag')"
260,3,0.6957,"('Sex', 'Income', 'AgeBracket')"
261,3,0.67485,"('Sex', 'Income', 'ChildrenFlag')"
262,3,0.67485,"('Sex', 'AgeBracket', 'ChildrenFlag')"
263,3,0.6792750000000001,"('Married', 'JobType', 'EducationType')"
264,3,0.6816,"('Married', 'JobType', 'Country')"
265,3,0.70225,"('Married', 'JobType', 'Income')"
266,3,0.670525,"('Married', 'JobType', 'AgeBracket')"
267,3,0.687025,"('Married', 'JobType', 'ChildrenFlag')"
268,3,0.6716500000000001,"('Married', 'EducationType', 'Country')"
269,3,0.7003999999999999,"('Married', 'EducationType', 'Income')"
270,3,0.6725,"('Married', 'EducationType', 'AgeBracket')"
271,3,0.6887000000000001,"('Married', 'EducationType', 'ChildrenFlag')"
272,3,0.703325,"('Married', 'Country', 'Income')"
273,3,0.6509499999999999,"('Married', 'Country', 'AgeBracket')"
274,3,0.67235,"('Married', 'Country', 'ChildrenFlag')"
275,3,0.706975,"('Married', 'Income', 'AgeBracket')"
276,3,0.701175,"('Married', 'Income', 'ChildrenFlag')"
277,3,0.7075750000000001,"('Married', 'AgeBracket', 'ChildrenFlag')"
278,3,0.67255,"('JobType', 'EducationType', 'Country')"
279,3,0.6875,"('JobType', 'EducationType', 'Income')"
280,3,0.667275,"('JobType', 'EducationType', 'AgeBracket')"
281,3,0.684825,"('JobType', 'EducationType', 'ChildrenFlag')"
282,3,0.683225,"('JobType', 'Country', 'Income')"
283,3,0.67255,"('JobType', 'Country', 'AgeBracket')"
284,3,0.67255,"('JobType', 'Country', 'ChildrenFlag')"
285,3,0.688625,"('JobType', 'Income', 'AgeBracket')"
286,3,0.6666749999999999,"('JobType', 'Income', 'ChildrenFlag')"
287,3,0.6787000000000001,"('JobType', 'AgeBracket', 'ChildrenFlag')"
288,3,0.68945,"('EducationType', 'Country', 'Income')"
289,3,0.67255,"('EducationType', 'Country', 'AgeBracket')"
290,3,0.67255,"('EducationType', 'Country', 'ChildrenFlag')"
291,3,0.7101999999999999,"('EducationType', 'Income', 'AgeBracket')"
292,3,0.7072499999999999,"('EducationType', 'Income', 'ChildrenFlag')"
293,3,0.66995,"('EducationType', 'AgeBracket', 'ChildrenFlag')"
294,3,0.7032499999999999,"('Country', 'Income', 'AgeBracket')"
295,3,0.682175,"('Country', 'Income', 'ChildrenFlag')"
296,3,0.67255,"('Country', 'AgeBracket', 'ChildrenFlag')"
297,3,0.710475,"('Income', 'AgeBracket', 'ChildrenFlag')"
298,4,0.759475,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'AreaCode')"
299,4,0.76,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'Sex')"
300,4,0.768575,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'Married')"
301,4,0.7614249999999999,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'JobType')"
302,4,0.75915,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'EducationType')"
303,4,0.760375,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'Country')"
304,4,0.7641,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'Income')"
305,4,0.7607750000000001,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'AgeBracket')"
306,4,0.7594750000000001,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'ChildrenFlag')"
307,4,0.7074750000000001,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'Sex')"
308,4,0.7037500000000001,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'Married')"
309,4,0.701425,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'JobType')"
310,4,0.6991999999999999,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'EducationType')"
311,4,0.6956,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'Country')"
312,4,0.7078249999999999,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'Income')"
313,4,0.7056,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'AgeBracket')"
314,4,0.7133,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'ChildrenFlag')"
315,4,0.701925,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'Married')"
316,4,0.70725,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'JobType')"
317,4,0.707125,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'EducationType')"
318,4,0.7074750000000001,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'Country')"
319,4,0.6932,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'Income')"
320,4,0.7101,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'AgeBracket')"
321,4,0.7114,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'ChildrenFlag')"
322,4,0.6994750000000001,"('HomeOwnerFlag', 'NumberCarsOwned', 'Married', 'JobType')"
323,4,0.70405,"('HomeOwnerFlag', 'NumberCarsOwned', 'Married', 'EducationType')"
324,4,0.7037500000000001,"('HomeOwnerFlag', 'NumberCarsOwned', 'Married', 'Country')"
325,4,0.717025,"('HomeOwnerFlag', 'NumberCarsOwned', 'Married', 'Income')"
326,4,0.708675,"('HomeOwnerFlag', 'NumberCarsOwned', 'Married', 'AgeBracket')"
327,4,0.707925,"('HomeOwnerFlag', 'NumberCarsOwned', 'Married', 'ChildrenFlag')"
328,4,0.7057249999999999,"('HomeOwnerFlag', 'NumberCarsOwned', 'JobType', 'EducationType')"
329,4,0.7034750000000001,"('HomeOwnerFlag', 'NumberCarsOwned', 'JobType', 'Country')"
330,4,0.7020500000000001,"('HomeOwnerFlag', 'NumberCarsOwned', 'JobType', 'Income')"
331,4,0.714075,"('HomeOwnerFlag', 'NumberCarsOwned', 'JobType', 'AgeBracket')"
332,4,0.714825,"('HomeOwnerFlag', 'NumberCarsOwned', 'JobType', 'ChildrenFlag')"
333,4,0.7026,"('HomeOwnerFlag', 'NumberCarsOwned', 'EducationType', 'Country')"
334,4,0.7024,"('HomeOwnerFlag', 'NumberCarsOwned', 'EducationType', 'Income')"
335,4,0.713875,"('HomeOwnerFlag', 'NumberCarsOwned', 'EducationType', 'AgeBracket')"
336,4,0.716475,"('HomeOwnerFlag', 'NumberCarsOwned', 'EducationType', 'ChildrenFlag')"
337,4,0.7081000000000001,"('HomeOwnerFlag', 'NumberCarsOwned', 'Country', 'Income')"
338,4,0.7155,"('HomeOwnerFlag', 'NumberCarsOwned', 'Country', 'AgeBracket')"
339,4,0.71515,"('HomeOwnerFlag', 'NumberCarsOwned', 'Country', 'ChildrenFlag')"
340,4,0.7149749999999999,"('HomeOwnerFlag', 'NumberCarsOwned', 'Income', 'AgeBracket')"
341,4,0.6978,"('HomeOwnerFlag', 'NumberCarsOwned', 'Income', 'ChildrenFlag')"
342,4,0.72245,"('HomeOwnerFlag', 'NumberCarsOwned', 'AgeBracket', 'ChildrenFlag')"
343,4,0.7652749999999999,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode', 'Sex')"
344,4,0.776625,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode', 'Married')"
345,4,0.761325,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode', 'JobType')"
346,4,0.759825,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode', 'EducationType')"
347,4,0.7573000000000001,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode', 'Country')"
348,4,0.767825,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode', 'Income')"
349,4,0.762075,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode', 'AgeBracket')"
350,4,0.7617499999999999,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode', 'ChildrenFlag')"
351,4,0.7721,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Sex', 'Married')"
352,4,0.76685,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Sex', 'JobType')"
353,4,0.772125,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Sex', 'EducationType')"
354,4,0.7739749999999999,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Sex', 'Country')"
355,4,0.769725,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Sex', 'Income')"
356,4,0.77725,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Sex', 'AgeBracket')"
357,4,0.77585,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Sex', 'ChildrenFlag')"
358,4,0.7713000000000001,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Married', 'JobType')"
359,4,0.775275,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Married', 'EducationType')"
360,4,0.776625,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Married', 'Country')"
361,4,0.771925,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Married', 'Income')"
362,4,0.779575,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Married', 'AgeBracket')"
363,4,0.776625,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Married', 'ChildrenFlag')"
364,4,0.76525,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'JobType', 'EducationType')"
365,4,0.762475,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'JobType', 'Country')"
366,4,0.767825,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'JobType', 'Income')"
