,size,train_scores,test_scores,combs
70,2,0.6732725359522974,0.6854,"('EducationType', 'AgeBracket')"
71,2,0.6658190108733778,0.672,"('EducationType', 'ChildrenFlag')"
72,2,0.6898456681866012,0.6942,"('Country', 'Income')"
73,2,0.6658190108733778,0.672,"('Country', 'AgeBracket')"
74,2,0.6658190108733778,0.672,"('Country', 'ChildrenFlag')"
75,2,0.7038758330410382,0.6986,"('Income', 'AgeBracket')"
76,2,0.6823044545773412,0.6766,"('Income', 'ChildrenFlag')"
77,2,0.6658190108733778,0.672,"('AgeBracket', 'ChildrenFlag')"
78,3,0.769291476674851,0.7696,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome')"
79,3,0.7007190459487899,0.7148,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode')"
80,3,0.7008067344791301,0.7104,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex')"
81,3,0.7010698000701509,0.7138,"('HomeOwnerFlag', 'NumberCarsOwned', 'Married')"
82,3,0.7024728165555946,0.7148,"('HomeOwnerFlag', 'NumberCarsOwned', 'JobType')"
83,3,0.7052788495264819,0.714,"('HomeOwnerFlag', 'NumberCarsOwned', 'EducationType')"
84,3,0.702648193616275,0.7136,"('HomeOwnerFlag', 'NumberCarsOwned', 'Country')"
85,3,0.7046650298141003,0.7152,"('HomeOwnerFlag', 'NumberCarsOwned', 'Income')"
86,3,0.7099263416345142,0.724,"('HomeOwnerFlag', 'NumberCarsOwned', 'AgeBracket')"
87,3,0.7080848824973693,0.7196,"('HomeOwnerFlag', 'NumberCarsOwned', 'ChildrenFlag')"
88,3,0.7692037881445107,0.7702,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AreaCode')"
89,3,0.7705191160996142,0.7778,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Sex')"
90,3,0.7710452472816556,0.7698,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Married')"
91,3,0.7697299193265521,0.771,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'JobType')"
92,3,0.7727990178884602,0.7724,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'EducationType')"
93,3,0.7696422307962119,0.7706,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Country')"
94,3,0.7696422307962119,0.7694,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'Income')"
95,3,0.7734128376008418,0.774,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'AgeBracket')"
96,3,0.7692037881445107,0.7702,"('HomeOwnerFlag', 'NumberChildrenAtHome', 'ChildrenFlag')"
97,3,0.6658190108733778,0.672,"('HomeOwnerFlag', 'AreaCode', 'Sex')"
98,3,0.6658190108733778,0.672,"('HomeOwnerFlag', 'AreaCode', 'Married')"
99,3,0.6779200280603297,0.6758,"('HomeOwnerFlag', 'AreaCode', 'JobType')"
100,3,0.6664328305857594,0.6724,"('HomeOwnerFlag', 'AreaCode', 'EducationType')"
101,3,0.6660820764643984,0.6714,"('HomeOwnerFlag', 'AreaCode', 'Country')"
102,3,0.6891441599438793,0.6924,"('HomeOwnerFlag', 'AreaCode', 'Income')"
103,3,0.6658190108733778,0.672,"('HomeOwnerFlag', 'AreaCode', 'AgeBracket')"
104,3,0.6658190108733778,0.672,"('HomeOwnerFlag', 'AreaCode', 'ChildrenFlag')"
105,3,0.669326552086987,0.6754,"('HomeOwnerFlag', 'Sex', 'Married')"
106,3,0.676867765696247,0.6772,"('HomeOwnerFlag', 'Sex', 'JobType')"
107,3,0.6705541915117502,0.6818,"('HomeOwnerFlag', 'Sex', 'EducationType')"
108,3,0.6658190108733778,0.672,"('HomeOwnerFlag', 'Sex', 'Country')"
109,3,0.6813398807435987,0.6768,"('HomeOwnerFlag', 'Sex', 'Income')"
110,3,0.6749386180287619,0.6816,"('HomeOwnerFlag', 'Sex', 'AgeBracket')"
111,3,0.6658190108733778,0.672,"('HomeOwnerFlag', 'Sex', 'ChildrenFlag')"
112,3,0.6823921431076815,0.6874,"('HomeOwnerFlag', 'Married', 'JobType')"
113,3,0.6709926341634515,0.683,"('HomeOwnerFlag', 'Married', 'EducationType')"
114,3,0.6658190108733778,0.672,"('HomeOwnerFlag', 'Married', 'Country')"
115,3,0.700017537706068,0.7016,"('HomeOwnerFlag', 'Married', 'Income')"
116,3,0.6779200280603297,0.686,"('HomeOwnerFlag', 'Married', 'AgeBracket')"
117,3,0.6702911259207296,0.6768,"('HomeOwnerFlag', 'Married', 'ChildrenFlag')"
118,3,0.6889687828831988,0.6944,"('HomeOwnerFlag', 'JobType', 'EducationType')"
119,3,0.6832690284110838,0.6814,"('HomeOwnerFlag', 'JobType', 'Country')"
120,3,0.6929147667485093,0.6892,"('HomeOwnerFlag', 'JobType', 'Income')"
121,3,0.7004559803577692,0.6972,"('HomeOwnerFlag', 'JobType', 'AgeBracket')"
122,3,0.6658190108733778,0.672,"('HomeOwnerFlag', 'JobType', 'ChildrenFlag')"
123,3,0.669677306208348,0.6746,"('HomeOwnerFlag', 'EducationType', 'Country')"
124,3,0.6980007015082427,0.6972,"('HomeOwnerFlag', 'EducationType', 'Income')"
125,3,0.6732725359522974,0.6854,"('HomeOwnerFlag', 'EducationType', 'AgeBracket')"
126,3,0.6671343388284813,0.6798,"('HomeOwnerFlag', 'EducationType', 'ChildrenFlag')"
127,3,0.6925640126271484,0.6882,"('HomeOwnerFlag', 'Country', 'Income')"
128,3,0.6677481585408629,0.6744,"('HomeOwnerFlag', 'Country', 'AgeBracket')"
129,3,0.6666082076464398,0.6756,"('HomeOwnerFlag', 'Country', 'ChildrenFlag')"
130,3,0.7038758330410382,0.6986,"('HomeOwnerFlag', 'Income', 'AgeBracket')"
131,3,0.6823044545773412,0.6766,"('HomeOwnerFlag', 'Income', 'ChildrenFlag')"
132,3,0.6715187653454928,0.6744,"('HomeOwnerFlag', 'AgeBracket', 'ChildrenFlag')"
133,3,0.7699929849175727,0.77,"('NumberCarsOwned', 'NumberChildrenAtHome', 'AreaCode')"
134,3,0.7717467555243774,0.77,"('NumberCarsOwned', 'NumberChildrenAtHome', 'Sex')"
135,3,0.773851280252543,0.7816,"('NumberCarsOwned', 'NumberChildrenAtHome', 'Married')"
136,3,0.7725359522974395,0.77,"('NumberCarsOwned', 'NumberChildrenAtHome', 'JobType')"
137,3,0.7756927393896879,0.773,"('NumberCarsOwned', 'NumberChildrenAtHome', 'EducationType')"
138,3,0.7714836899333567,0.7656,"('NumberCarsOwned', 'NumberChildrenAtHome', 'Country')"
139,3,0.7703437390389337,0.7676,"('NumberCarsOwned', 'NumberChildrenAtHome', 'Income')"
140,3,0.7742897229042441,0.7756,"('NumberCarsOwned', 'NumberChildrenAtHome', 'AgeBracket')"
141,3,0.7692037881445107,0.7696,"('NumberCarsOwned', 'NumberChildrenAtHome', 'ChildrenFlag')"
142,3,0.7035250789196773,0.713,"('NumberCarsOwned', 'AreaCode', 'Sex')"
143,3,0.7007190459487899,0.7148,"('NumberCarsOwned', 'AreaCode', 'Married')"
144,3,0.7032620133286566,0.7192,"('NumberCarsOwned', 'AreaCode', 'JobType')"
145,3,0.7073833742546475,0.7146,"('NumberCarsOwned', 'AreaCode', 'EducationType')"
146,3,0.7022097509645738,0.7156,"('NumberCarsOwned', 'AreaCode', 'Country')"
147,3,0.7051034724658015,0.7072,"('NumberCarsOwned', 'AreaCode', 'Income')"
148,3,0.7100140301648544,0.7254,"('NumberCarsOwned', 'AreaCode', 'AgeBracket')"
149,3,0.7083479480883901,0.7196,"('NumberCarsOwned', 'AreaCode', 'ChildrenFlag')"
150,3,0.7046650298141003,0.7168,"('NumberCarsOwned', 'Sex', 'Married')"
151,3,0.7063311118905647,0.7192,"('NumberCarsOwned', 'Sex', 'JobType')"
152,3,0.7096632760434936,0.725,"('NumberCarsOwned', 'Sex', 'EducationType')"
153,3,0.7052788495264819,0.7132,"('NumberCarsOwned', 'Sex', 'Country')"
154,3,0.7044896527534199,0.7144,"('NumberCarsOwned', 'Sex', 'Income')"
155,3,0.7095755875131533,0.7228,"('NumberCarsOwned', 'Sex', 'AgeBracket')"
156,3,0.7080848824973693,0.7196,"('NumberCarsOwned', 'Sex', 'ChildrenFlag')"
157,3,0.7065941774815854,0.7182,"('NumberCarsOwned', 'Married', 'JobType')"
158,3,0.7101017186951947,0.7164,"('NumberCarsOwned', 'Married', 'EducationType')"
159,3,0.7047527183444405,0.7146,"('NumberCarsOwned', 'Married', 'Country')"
160,3,0.7167660470010523,0.7186,"('NumberCarsOwned', 'Married', 'Income')"
161,3,0.7108032269379165,0.7262,"('NumberCarsOwned', 'Married', 'AgeBracket')"
162,3,0.7080848824973693,0.7196,"('NumberCarsOwned', 'Married', 'ChildrenFlag')"
163,3,0.7200105226236408,0.7258,"('NumberCarsOwned', 'JobType', 'EducationType')"
164,3,0.7135215713784637,0.722,"('NumberCarsOwned', 'JobType', 'Country')"
165,3,0.7118554893019993,0.7226,"('NumberCarsOwned', 'JobType', 'Income')"
166,3,0.7182567520168363,0.7258,"('NumberCarsOwned', 'JobType', 'AgeBracket')"
167,3,0.7097509645738338,0.7208,"('NumberCarsOwned', 'JobType', 'ChildrenFlag')"
168,3,0.7155384075762891,0.7186,"('NumberCarsOwned', 'EducationType', 'Country')"
169,3,0.7143107681515258,0.7116,"('NumberCarsOwned', 'EducationType', 'Income')"
170,3,0.7300070150824273,0.7374,"('NumberCarsOwned', 'EducationType', 'AgeBracket')"
171,3,0.7126446860750614,0.7208,"('NumberCarsOwned', 'EducationType', 'ChildrenFlag')"
172,3,0.7124693090143809,0.715,"('NumberCarsOwned', 'Country', 'Income')"
173,3,0.7144861452122062,0.733,"('NumberCarsOwned', 'Country', 'AgeBracket')"
174,3,0.7101894072255349,0.7202,"('NumberCarsOwned', 'Country', 'ChildrenFlag')"
175,3,0.7195720799719396,0.7242,"('NumberCarsOwned', 'Income', 'AgeBracket')"
176,3,0.7116801122413189,0.7226,"('NumberCarsOwned', 'Income', 'ChildrenFlag')"
177,3,0.722378112942827,0.7332,"('NumberCarsOwned', 'AgeBracket', 'ChildrenFlag')"
178,3,0.7712206243423361,0.7748,"('NumberChildrenAtHome', 'AreaCode', 'Sex')"
179,3,0.7717467555243774,0.7754,"('NumberChildrenAtHome', 'AreaCode', 'Married')"
180,3,0.7697299193265521,0.7682,"('NumberChildrenAtHome', 'AreaCode', 'JobType')"
181,3,0.7716590669940372,0.7714,"('NumberChildrenAtHome', 'AreaCode', 'EducationType')"
182,3,0.7692037881445107,0.7702,"('NumberChildrenAtHome', 'AreaCode', 'Country')"
183,3,0.7694668537355314,0.7692,"('NumberChildrenAtHome', 'AreaCode', 'Income')"
184,3,0.7731497720098212,0.7752,"('NumberChildrenAtHome', 'AreaCode', 'AgeBracket')"
185,3,0.7692037881445107,0.7702,"('NumberChildrenAtHome', 'AreaCode', 'ChildrenFlag')"
186,3,0.7767450017537706,0.7812,"('NumberChildrenAtHome', 'Sex', 'Married')"
187,3,0.772360575236759,0.7732,"('NumberChildrenAtHome', 'Sex', 'JobType')"
188,3,0.7742020343739039,0.7798,"('NumberChildrenAtHome', 'Sex', 'EducationType')"
189,3,0.7719221325850579,0.7742,"('NumberChildrenAtHome', 'Sex', 'Country')"
190,3,0.7719221325850579,0.7744,"('NumberChildrenAtHome', 'Sex', 'Income')"
191,3,0.7742897229042441,0.779,"('NumberChildrenAtHome', 'Sex', 'AgeBracket')"
192,3,0.7699052963872326,0.7772,"('NumberChildrenAtHome', 'Sex', 'ChildrenFlag')"
193,3,0.7749035426166258,0.7738,"('NumberChildrenAtHome', 'Married', 'JobType')"
194,3,0.7769203788144511,0.7812,"('NumberChildrenAtHome', 'Married', 'EducationType')"
195,3,0.7729743949491407,0.7732,"('NumberChildrenAtHome', 'Married', 'Country')"
196,3,0.7763065591020695,0.7814,"('NumberChildrenAtHome', 'Married', 'Income')"
197,3,0.777271132935812,0.7812,"('NumberChildrenAtHome', 'Married', 'AgeBracket')"
198,3,0.7697299193265521,0.7802,"('NumberChildrenAtHome', 'Married', 'ChildrenFlag')"
199,3,0.7737635917222028,0.7732,"('NumberChildrenAtHome', 'JobType', 'EducationType')"
200,3,0.7709575587513153,0.7666,"('NumberChildrenAtHome', 'JobType', 'Country')"
201,3,0.7708698702209751,0.7698,"('NumberChildrenAtHome', 'JobType', 'Income')"
202,3,0.7751666082076465,0.7746,"('NumberChildrenAtHome', 'JobType', 'AgeBracket')"
203,3,0.7693791652051911,0.7698,"('NumberChildrenAtHome', 'JobType', 'ChildrenFlag')"
204,3,0.7732374605401613,0.7684,"('NumberChildrenAtHome', 'EducationType', 'Country')"
205,3,0.7750789196773062,0.774,"('NumberChildrenAtHome', 'EducationType', 'Income')"
206,3,0.7753419852683269,0.7748,"('NumberChildrenAtHome', 'EducationType', 'AgeBracket')"
207,3,0.7713083128726762,0.771,"('NumberChildrenAtHome', 'EducationType', 'ChildrenFlag')"
208,3,0.7713960014030165,0.7678,"('NumberChildrenAtHome', 'Country', 'Income')"
209,3,0.7744650999649246,0.7756,"('NumberChildrenAtHome', 'Country', 'AgeBracket')"
210,3,0.7692037881445107,0.7702,"('NumberChildrenAtHome', 'Country', 'ChildrenFlag')"
211,3,0.7739389687828832,0.7766,"('NumberChildrenAtHome', 'Income', 'AgeBracket')"
212,3,0.7692037881445107,0.7702,"('NumberChildrenAtHome', 'Income', 'ChildrenFlag')"
213,3,0.7728867064188004,0.7752,"('NumberChildrenAtHome', 'AgeBracket', 'ChildrenFlag')"
214,3,0.6680989126622238,0.6652,"('AreaCode', 'Sex', 'Married')"
215,3,0.6824798316380217,0.6888,"('AreaCode', 'Sex', 'JobType')"
216,3,0.6674850929498422,0.6744,"('AreaCode', 'Sex', 'EducationType')"
217,3,0.6659943879340582,0.6718,"('AreaCode', 'Sex', 'Country')"
218,3,0.6883549631708172,0.6808,"('AreaCode', 'Sex', 'Income')"
219,3,0.6749386180287619,0.6816,"('AreaCode', 'Sex', 'AgeBracket')"
220,3,0.6658190108733778,0.672,"('AreaCode', 'Sex', 'ChildrenFlag')"
221,3,0.6851981760785689,0.6886,"('AreaCode', 'Married', 'JobType')"
222,3,0.6758155033321641,0.6802,"('AreaCode', 'Married', 'EducationType')"
223,3,0.6661697649947387,0.6714,"('AreaCode', 'Married', 'Country')"
224,3,0.7039635215713784,0.7004,"('AreaCode', 'Married', 'Income')"
225,3,0.6779200280603297,0.686,"('AreaCode', 'Married', 'AgeBracket')"
226,3,0.6683619782532445,0.684,"('AreaCode', 'Married', 'ChildrenFlag')"
227,3,0.6906348649596633,0.6912,"('AreaCode', 'JobType', 'EducationType')"
228,3,0.6816029463346195,0.6844,"('AreaCode', 'JobType', 'Country')"
229,3,0.6984391441599439,0.6956,"('AreaCode', 'JobType', 'Income')"
230,3,0.6965099964924588,0.6984,"('AreaCode', 'JobType', 'AgeBracket')"
231,3,0.6881795861101367,0.6894,"('AreaCode', 'JobType', 'ChildrenFlag')"
232,3,0.6674850929498422,0.673,"('AreaCode', 'EducationType', 'Country')"
233,3,0.699228340933006,0.6986,"('AreaCode', 'EducationType', 'Income')"
234,3,0.6826552086987022,0.6888,"('AreaCode', 'EducationType', 'AgeBracket')"
235,3,0.6658190108733778,0.672,"('AreaCode', 'EducationType', 'ChildrenFlag')"
236,3,0.6901087337776219,0.694,"('AreaCode', 'Country', 'Income')"
237,3,0.6662574535250789,0.672,"('AreaCode', 'Country', 'AgeBracket')"
238,3,0.6658190108733778,0.672,"('AreaCode', 'Country', 'ChildrenFlag')"
239,3,0.7111539810592774,0.7074,"('AreaCode', 'Income', 'AgeBracket')"
240,3,0.6927393896878288,0.6938,"('AreaCode', 'Income', 'ChildrenFlag')"
241,3,0.6759908803928446,0.6764,"('AreaCode', 'AgeBracket', 'ChildrenFlag')"
242,3,0.6917748158540863,0.6874,"('Sex', 'Married', 'JobType')"
243,3,0.6800245527884953,0.6878,"('Sex', 'Married', 'EducationType')"
244,3,0.6717818309365136,0.6692,"('Sex', 'Married', 'Country')"
245,3,0.700017537706068,0.7016,"('Sex', 'Married', 'Income')"
246,3,0.6905471764293231,0.6986,"('Sex', 'Married', 'AgeBracket')"
247,3,0.6853735531392494,0.6882,"('Sex', 'Married', 'ChildrenFlag')"
248,3,0.6984391441599439,0.7066,"('Sex', 'JobType', 'EducationType')"
249,3,0.6881795861101367,0.6934,"('Sex', 'JobType', 'Country')"
250,3,0.6873903893370747,0.6864,"('Sex', 'JobType', 'Income')"
251,3,0.7078218169063486,0.7122,"('Sex', 'JobType', 'AgeBracket')"
252,3,0.6750263065591021,0.677,"('Sex', 'JobType', 'ChildrenFlag')"
253,3,0.6725710277095756,0.6828,"('Sex', 'EducationType', 'Country')"
254,3,0.704928095405121,0.7068,"('Sex', 'EducationType', 'Income')"
255,3,0.6905471764293231,0.6984,"('Sex', 'EducationType', 'AgeBracket')"
256,3,0.6658190108733778,0.672,"('Sex', 'EducationType', 'ChildrenFlag')"
257,3,0.6939670291125921,0.6992,"('Sex', 'Country', 'Income')"
258,3,0.6749386180287619,0.6792,"('Sex', 'Country', 'AgeBracket')"
259,3,0.6658190108733778,0.672,"('Sex', 'Country', 'ChildrenFlag')"
260,3,0.7076464398456682,0.7058,"('Sex', 'Income', 'AgeBracket')"
261,3,0.6823044545773412,0.6766,"('Sex', 'Income', 'ChildrenFlag')"
262,3,0.6772185198176078,0.6828,"('Sex', 'AgeBracket', 'ChildrenFlag')"
263,3,0.7019466853735531,0.705,"('Married', 'JobType', 'EducationType')"
264,3,0.6885303402314977,0.6908,"('Married', 'JobType', 'Country')"
265,3,0.700368291827429,0.6984,"('Married', 'JobType', 'Income')"
266,3,0.701508242721852,0.709,"('Married', 'JobType', 'AgeBracket')"
267,3,0.6835320940021046,0.691,"('Married', 'JobType', 'ChildrenFlag')"
268,3,0.6794107330761137,0.6822,"('Married', 'EducationType', 'Country')"
269,3,0.710627849877236,0.7106,"('Married', 'EducationType', 'Income')"
270,3,0.6843212907751666,0.698,"('Married', 'EducationType', 'AgeBracket')"
271,3,0.6818660119256401,0.6928,"('Married', 'EducationType', 'ChildrenFlag')"
272,3,0.7068572430726061,0.7034,"('Married', 'Country', 'Income')"
273,3,0.6821290775166609,0.6866,"('Married', 'Country', 'AgeBracket')"
274,3,0.6710803226937917,0.6872,"('Married', 'Country', 'ChildrenFlag')"
275,3,0.7125569975447211,0.712,"('Married', 'Income', 'AgeBracket')"
276,3,0.700017537706068,0.7016,"('Married', 'Income', 'ChildrenFlag')"
277,3,0.7001052262364083,0.708,"('Married', 'AgeBracket', 'ChildrenFlag')"
278,3,0.7016836197825325,0.7022,"('JobType', 'EducationType', 'Country')"
279,3,0.7131708172571027,0.7146,"('JobType', 'EducationType', 'Income')"
280,3,0.7098386531041739,0.7102,"('JobType', 'EducationType', 'AgeBracket')"
281,3,0.6941424061732725,0.6988,"('JobType', 'EducationType', 'ChildrenFlag')"
282,3,0.6999298491757279,0.6962,"('JobType', 'Country', 'Income')"
283,3,0.7029112592072957,0.7124,"('JobType', 'Country', 'AgeBracket')"
284,3,0.6915994387934058,0.694,"('JobType', 'Country', 'ChildrenFlag')"
285,3,0.7153630305156086,0.7134,"('JobType', 'Income', 'AgeBracket')"
286,3,0.6908102420203437,0.6906,"('JobType', 'Income', 'ChildrenFlag')"
287,3,0.7011574886004911,0.7086,"('JobType', 'AgeBracket', 'ChildrenFlag')"
288,3,0.7042265871623992,0.6992,"('EducationType', 'Country', 'Income')"
289,3,0.7046650298141003,0.7074,"('EducationType', 'Country', 'AgeBracket')"
290,3,0.6739740441950193,0.6824,"('EducationType', 'Country', 'ChildrenFlag')"
291,3,0.7220273588214662,0.7222,"('EducationType', 'Income', 'AgeBracket')"
292,3,0.706418800420905,0.7054,"('EducationType', 'Income', 'ChildrenFlag')"
293,3,0.6902841108383023,0.6988,"('EducationType', 'AgeBracket', 'ChildrenFlag')"
294,3,0.7152753419852683,0.712,"('Country', 'Income', 'AgeBracket')"
295,3,0.6959838653104174,0.699,"('Country', 'Income', 'ChildrenFlag')"
296,3,0.684847421957208,0.683,"('Country', 'AgeBracket', 'ChildrenFlag')"
297,3,0.7115924237109786,0.7058,"('Income', 'AgeBracket', 'ChildrenFlag')"
298,4,0.7707821816906348,0.768,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'AreaCode')"
299,4,0.7734128376008418,0.7684,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'Sex')"
300,4,0.7755173623290074,0.7808,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'Married')"
301,4,0.7754296737986671,0.7712,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'JobType')"
302,4,0.7781480182392143,0.7726,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'EducationType')"
303,4,0.7740266573132234,0.7682,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'Country')"
304,4,0.772360575236759,0.7658,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'Income')"
305,4,0.776131182041389,0.7756,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'AgeBracket')"
306,4,0.769291476674851,0.7696,"('HomeOwnerFlag', 'NumberCarsOwned', 'NumberChildrenAtHome', 'ChildrenFlag')"
307,4,0.7044896527534199,0.712,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'Sex')"
308,4,0.7022097509645738,0.715,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'Married')"
309,4,0.7057172921781831,0.717,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'JobType')"
310,4,0.7099263416345142,0.7146,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'EducationType')"
311,4,0.7030866362679762,0.713,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'Country')"
312,4,0.7073833742546475,0.7162,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'Income')"
313,4,0.7113293581199579,0.7246,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'AgeBracket')"
314,4,0.7083479480883901,0.7196,"('HomeOwnerFlag', 'NumberCarsOwned', 'AreaCode', 'ChildrenFlag')"
315,4,0.7062434233602245,0.7208,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'Married')"
316,4,0.7100140301648544,0.7198,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'JobType')"
317,4,0.7130831287267625,0.7218,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'EducationType')"
318,4,0.7101017186951947,0.7132,"('HomeOwnerFlag', 'NumberCarsOwned', 'Sex', 'Country')"
